,0
symbol,MYC
price,14.06
beta,0.17664
volAvg,35327
mktCap,301158176
lastDiv,0.581
range,10.0-14.98
changes,0.023
companyName,BlackRock Muniyield California Fund Inc
currency,USD
cik,
isin,US09254M1053
cusip,09254M105
exchange,New York Stock Exchange
exchangeShortName,NYSE
industry,Asset Management
website,https://www.blackrock.com/investing/products/240203/blackrock-muniyield-california-fund-inc-usd-fund
description,"BlackRock MuniYield California Fund, Inc. is a non-diversified, closed-end management investment company. The Fund's investment objective is to provide shareholders with as high a level of current income exempt from federal and California income taxes as is consistent with its investment policies and prudent investment management. The Fund seeks to achieve its investment objective by investing at least 80% of its assets in municipal obligations exempt from federal income taxes (except that the interest may be subject to the federal alternative minimum tax) and California income taxes. Under normal market conditions, the Fund invests primarily in long-term municipal obligations that are investment grade quality at the time of investment. It invests in county/city/special district/school district, education, utilities, health, transportation, state, corporate, housing and tobacco sectors. BlackRock Advisors, LLC is the investment advisor of the Fund."
ceo,Mr. John Perlowski
sector,Financial Services
country,US
fullTimeEmployees,
phone,18004417762
address,100 Bellevue Pkwy
city,Wilmington
state,DELAWARE
zip,
dcfDiff,
dcf,0.0
image,https://financialmodelingprep.com/image-stock/MYC.png
ipoDate,1992-03-16
defaultImage,False
