,0
symbol,ENIC
price,3.51
beta,0.4751
volAvg,294206
mktCap,4908735000
lastDiv,0.263393
range,2.95-5.11
changes,0.02
companyName,Enel Chile S.A. American Depositary Shares (Each representing 50 shares of)
currency,USD
cik,
isin,
cusip,
exchange,New York Stock Exchange
exchangeShortName,NYSE
industry,Utilities Regulated
website,https://www.enelchile.cl
description,
ceo,
sector,Utilities
country,
fullTimeEmployees,
phone,
address,
city,
state,
zip,
dcfDiff,57938.2
dcf,57943.3
image,https://financialmodelingprep.com/image-stock/ENIC.jpg
ipoDate,
defaultImage,True
