,0
symbol,CIIC
price,10.15
beta,0.0
volAvg,96686
mktCap,328289568
lastDiv,0.0
range,9.3-10.4
changes,0.0
companyName,Ciig Merger Corp
currency,USD
cik,0001789760
isin,US12559C1036
cusip,12559C103
exchange,NasdaqCM
exchangeShortName,NASDAQ
industry,Shell Companies
website,
description,"CIIG Merger Corp. is a blank check company. The Company is formed for the purpose of effecting a merger, capital stock exchange, asset acquisition, stock purchase, reorganization or similar business combination with one or more businesses. The Company has not selected any specific business combination target and intends to pursue an initial business combination target in any stage of its corporate evolution or in any industry or sector."
ceo,Mr. F. Peter Cuneo
sector,Financial Services
country,US
fullTimeEmployees,
phone,19176471076
address,"40 West 57Th Street Floor 29, Floor 29"
city,New York City
state,NEW YORK
zip,10019
dcfDiff,
dcf,
image,https://financialmodelingprep.com/image-stock/CIIC.jpg
ipoDate,2019-12-13
defaultImage,True
