,0
symbol,IRT
price,13.57
beta,1.01467
volAvg,567986
mktCap,1286978820
lastDiv,0.6
range,6.86-16.85
changes,0.34
companyName,Independence Realty Trust Inc
currency,USD
cik,0001466085
isin,US45378A1060
cusip,45378A106
exchange,New York Stock Exchange
exchangeShortName,NYSE
industry,REIT Residential
website,https://www.irtliving.com/
description,"Independence Realty Trust, Inc. is a real estate investment trust. The company is headquartered in Philadelphia, Pennsylvania and currently employs 455 full-time employees. The firm is engaged in the business of owning, managing, operating, leasing, acquiring, developing, investing in, and disposing of real estate assets. The firm owns apartment properties in geographic non-gateway markets. As of September 26, 2017, the Company owns and operates 55 multifamily apartment properties, totaling 15,165 units. Its properties include Copper Mill, Crestmont, Heritage Trace, Runaway Bay, Berkshire Square, The Crossings, Reserve at Eagle Ridge, Windrush, Heritage Park, Raindance, Augusta, Invitational, Carrington Park, Walnut Hill, Lenoxplace, Bennington Pond, Jamestown, Meadows, Oxmoor, Bayview Club, Arbors River Oaks, Fox Trails, Bridge Pointe, The Aventine Greenville and Westmont Commons."
ceo,Mr. Scott Schaeffer
sector,Real Estate
country,US
fullTimeEmployees,444
phone,12672704800
address,1835 Market St Fl 2601
city,Philadelphia
state,PENNSYLVANIA
zip,19103
dcfDiff,346.86
dcf,11.8794
image,https://financialmodelingprep.com/image-stock/IRT.png
ipoDate,2013-09-18
defaultImage,False
