,0
symbol,NKG
price,12.42
beta,0.08654
volAvg,21555
mktCap,129165520
lastDiv,0.5119999999999999
range,9.01-13.11
changes,0.04
companyName,Nuveen Georgia Quality Municipal Income Fund
currency,USD
cik,
isin,US67072B1070
cusip,67072B107
exchange,New York Stock Exchange
exchangeShortName,NYSE
industry,Asset Management
website,http://www.nuveen.com/CEF/Product/Overview.aspx
description,"Nuveen Georgia Quality Municipal Income Fund is a diversified, closed-end management investment company. The Fund's investment objectives are to provide current income exempt from regular federal and Georgia income tax and to enhance portfolio value. The Fund invests in municipal securities that are exempt from federal and Georgia state income taxes. The Fund invests at least 80% of its managed assets in securities rated, at the time of investment, investment-grade (Baa/BBB or better by S&P, Moody’s, or Fitch) or, if they are unrated, are judged by the manager to be of comparable quality. The fund may invest up to 20% of its managed assets in municipal securities rated below investment quality or judged by the manager to be of comparable quality, of which up to 10% of its managed assets may be rated below B-/B3 or of comparable quality. Nuveen Fund Advisors, LLC is the investment advisor of the Fund."
ceo,Ms. Margo Cook
sector,Financial Services
country,US
fullTimeEmployees,
phone,13129178146
address,333 W Wacker Dr
city,Boston
state,MASSACHUSETTS
zip,
dcfDiff,
dcf,0.0
image,https://financialmodelingprep.com/image-stock/NKG.jpg
ipoDate,2002-09-26
defaultImage,True
