,0
symbol,SA
price,19.62
beta,0.99229
volAvg,310744
mktCap,1307508220
lastDiv,0.0
range,5.25-21.86
changes,-0.17
companyName,Seabridge Gold Inc
currency,CAD
cik,0001231346
isin,CA8119161054
cusip,811916105
exchange,New York Stock Exchange
exchangeShortName,NYSE
industry,Gold
website,http://seabridgegold.net/
description,"Seabridge Gold Inc. engages in the acquisition and exploration of gold properties. The company is headquartered in Toronto, Ontario. The firm is engaged in the acquisition and exploration of gold properties located in North America. As of December 31, 2016, the Company owned six properties with gold resources. Its material properties are its Kerr-Sulphurets-Mitchell (KSM) Project and its Courageous Lake Project. Its KSM Project is located within the Iskut-Stikine region of British Columbia, approximately 21 kilometers south-southeast of the former Eskay Creek Mine and approximately 65 kilometers north-northwest of Stewart, British Columbia. As of December 31, 2016, the KSM property consisted of three discontinuous claim blocks. These claim blocks are referred to as the KSM claim group; the Seabee/Tina claims, and the KSM placer claim block. As of December 31, 2016, the two claim blocks (KSM and Seabee/Tina) contained two mineral leases and 73 mineral claims, consisting of both cell and legacy claims."
ceo,Mr. Rudi Fronk
sector,Basic Materials
country,CA
fullTimeEmployees,
phone,14163679292
address,106 Front St E Suite 400
city,TORONTO
state,ONTARIO
zip,M5A 1E1
dcfDiff,-11.54
dcf,19.6935
image,https://financialmodelingprep.com/image-stock/SA.png
ipoDate,1981-05-22
defaultImage,False
