,0
symbol,CRY
price,19.25
beta,1.34034
volAvg,272963
mktCap,748004930
lastDiv,0.0
range,12.63-31.77
changes,-0.92
companyName,CryoLife Inc
currency,USD
cik,0000784199
isin,US2289031005
cusip,228903100
exchange,New York Stock Exchange
exchangeShortName,NYSE
industry,Medical Devices
website,http://www.cryolife.com
description,"CryoLife, Inc. engages in the manufacture, process and distribution of medical devices. The company is headquartered in Kennesaw, Georgia and currently employs 1,100 full-time employees. The firm operates through two segments: Medical Devices and Preservation Services. The Medical Devices segment includes medical devices, such as BioGlue Surgical Adhesive, BioFoam Surgical Matrix, On-X Life Technologies Holdings, Inc. valves and surgical products, CardioGenesis cardiac laser therapy product line, PerClot and PhotoFix. PhotoFix is a pericardial patch stabilized using a dye-mediated photo-fixation process that requires no glutaraldehyde. The Preservation Services segment includes external services, such as preservation of cardiac and vascular tissues. The cardiac and vascular human tissues distributed by CryoLife include the CryoValve SG pulmonary heart valve and the CryoPatch SG pulmonary cardiac patch, both of which are processed using CryoLife's SynerGraft technology."
ceo,Mr. James Mackin
sector,Healthcare
country,US
fullTimeEmployees,1200
phone,17704193355
address,1655 Roberts Blvd NW
city,Kennesaw
state,GEORGIA
zip,30144
dcfDiff,
dcf,19.4719
image,https://financialmodelingprep.com/image-stock/CRY.png
ipoDate,1993-02-12
defaultImage,False
