,0
symbol,GES
price,13.17
beta,1.85786
volAvg,1291916
mktCap,837750270
lastDiv,0.226
range,3.64-23.58
changes,0.08
companyName,Guess? Inc
currency,USD
cik,0000912463
isin,US4016171054
cusip,401617105
exchange,New York Stock Exchange
exchangeShortName,NYSE
industry,Apparel Retail
website,https://www.guess.com/
description,"Guess?, Inc. engages in designing, marketing, distributing and licensing of contemporary apparel and accessories for men, women and children that reflect the American lifestyle and European fashion sensibilities. The company is headquartered in Los Angeles, California and currently employs 15,700 full-time employees. The firm operates through five segments: Americas Retail, Europe, Asia, Americas Wholesale and Licensing. The Americas Retail segment includes the Company's retail and e-commerce operations in North and Central America and its retail operations in South America. The Europe segment includes the Company's retail, e-commerce and wholesale operations in Europe and the Middle East. The Asia segment includes the Company's retail, e-commerce and wholesale operations in Asia. The Asia segment includes the Company's retail, e-commerce and wholesale operations in Asia. The Licensing segment includes the around the world licensing operations of the Company. Its apparel is marketed under various names, including GUESS, GUESS?, GUESS U.S.A., GUESS Jeans, MARCIANO, Question Mark and Triangle Design, GUESS Kids, Baby GUESS, YES, G by GUESS and GUESS by MARCIANO."
ceo,Mr. Carlos Alberini
sector,Consumer Cyclical
country,US
fullTimeEmployees,15800
phone,12137653100
address,1444 S Alameda St
city,Los Angeles
state,CALIFORNIA
zip,90021
dcfDiff,
dcf,16.8812
image,https://financialmodelingprep.com/image-stock/GES.jpg
ipoDate,1996-08-08
defaultImage,True
