,0
symbol,TRC
price,14.7
beta,0.69213
volAvg,76358
mktCap,385682432
lastDiv,0.0
range,12.12-16.66
changes,0.44
companyName,Tejon Ranch Co
currency,USD
cik,0000096869
isin,US8790801091
cusip,879080109
exchange,New York Stock Exchange
exchangeShortName,NYSE
industry,Conglomerates
website,http://tejonranch.com/
description,"Tejon Ranch Co. operates as a real estate development and agribusiness company. The company is headquartered in Lebec, California and currently employs 122 full-time employees. The firm operates through five segments: Real Estate-Commercial/Industrial; Real Estate-Resort/Residential; Mineral Resources; Farming Operations, and Ranch Operations. Its Real Estate-Commercial/Industrial segment is engaged in building, land lease activities, and land and building sales. The Real Estate-Resort/Residential segment is involved in the land entitlement and development process. Within its resort/residential segment, the three active developments are MV, Centennial and Grapevine. Its mineral resources segment includes oil and gas royalty leases, rock and aggregate mining leases, a lease with National Cement and sales of water. The Farming Operations segment is engaged in the sale of wine grapes, almonds and pistachios. The Ranch Operations segment consists of grazing leases, game management, and other ancillary services supporting the ranch."
ceo,Mr. Gregory Bielli
sector,Industrials
country,US
fullTimeEmployees,106
phone,16612483000
address,"4436 Lebec Rd, PO Box 1000"
city,Lebec
state,CALIFORNIA
zip,93243
dcfDiff,-17.88
dcf,15.8366
image,https://financialmodelingprep.com/image-stock/TRC.png
ipoDate,1987-03-20
defaultImage,False
