,0
symbol,EXPC
price,9.92
beta,0.0
volAvg,67655
mktCap,341000000
lastDiv,0.0
range,9.28-10.47
changes,0.0
companyName,Experience Investment Corp
currency,USD
cik,
isin,
cusip,
exchange,NasdaqCM
exchangeShortName,NASDAQ
industry,Shell Companies
website,
description,"Experience Investment Corp. is a blank check company. The Company is formed for the purpose of effecting a merger, capital stock exchange, asset acquisition, stock purchase, reorganization or similar business combination with one or more businesses. The Company intends to focus its search for a target business in the travel and leisure industry."
ceo,Mr. Eric L. Affeldt
sector,Financial Services
country,US
fullTimeEmployees,
phone,17202846400
address,"100 Saint Paul St Ste 800, Denver"
city,Denver
state,COLORADO
zip,80206
dcfDiff,
dcf,
image,https://financialmodelingprep.com/image-stock/EXPC.jpg
ipoDate,2019-09-13
defaultImage,True
