,0
symbol,VIST
price,2.4
beta,0.596442
volAvg,200929
mktCap,199598176
lastDiv,0.0
range,1.8-8.59
changes,0.06
companyName,"Vista Oil & Gas, S.A.B. de C.V."
currency,USD
cik,
isin,
cusip,
exchange,NYSE
exchangeShortName,NYSE
industry,Oil & Gas E&P
website,http://www.vistaoilandgas.com
description,
ceo,Mr. Miguel Matias Galuccio
sector,Energy
country,Mexico
fullTimeEmployees,299
phone,52 55 4163 9205
address,Calle VolcAn No. 150
city,Mexico City
state,DF
zip,11000
dcfDiff,
dcf,
image,https://financialmodelingprep.com/image-stock/VIST.jpg
ipoDate,
defaultImage,True
