,0
symbol,PVAC
price,8.315
beta,3.7633
volAvg,569472
mktCap,126391320
lastDiv,0.0
range,0.99-32.3
changes,-0.345
companyName,Penn Virginia Corp
currency,USD
cik,0000077159
isin,US70788V1026
cusip,70788V102
exchange,Nasdaq Global Select
exchangeShortName,NASDAQ
industry,Oil & Gas E&P
website,https://www.pennvirginia.com/
description,"Penn Virginia Corporation is an independent oil and gas company. The Company is engaged in the onshore exploration, development and production of crude oil, natural gas liquids (NGLs) and natural gas. The Company's operations consist primarily of drilling unconventional horizontal development wells, and operating its producing wells in the Eagle Ford Shale field or the Eagle Ford, in South Texas. The Company’s primary oil and gas assets are located in Gonzales and Lavaca Counties in South Texas. As of March 10, 2017, the Company had a contiguous position of approximately 54,000 net acres in the core liquids-rich area or volatile oil window of the Eagle Ford in Gonzales and Lavaca Counties in Texas."
ceo,Mr. John Brooks
sector,Energy
country,US
fullTimeEmployees,94
phone,17137226500
address,16285 Park Ten Pl Ste 500
city,Houston
state,TEXAS
zip,77084
dcfDiff,-766.83
dcf,9.51554
image,https://financialmodelingprep.com/image-stock/PVAC.png
ipoDate,2016-11-07
defaultImage,False
