,0
symbol,FSI
price,2.7001
beta,1.91188
volAvg,86616
mktCap,33050574
lastDiv,0.075
range,0.86-3.0
changes,-0.0099
companyName,Flexible Solutions International Inc
currency,USD
cik,0001069394
isin,CA33938T1049
cusip,33938T104
exchange,NYSE American
exchangeShortName,AMEX
industry,Specialty Chemicals
website,http://www.flexiblesolutions.com
description,"Flexible Solutions International, Inc. is an environmental technology company, which engages in the research, development, and manufacture of products that save water and energy. The company is headquartered in Victoria, British Columbia and currently employs 36 full-time employees. The firm operates through two segments: Energy and water conservation products (EWCP), and Biodegradable polymers (BCPAs). The firm's Energy and water conservation products segment consists of liquid swimming pool blanket, which saves energy and water by inhibiting evaporation from the pool surface, and food-safe powdered form of the active ingredient within the liquid blanket, which is designed to be used in still or slow moving drinking water sources. The firm's Biodegradable polymers products are used by the petroleum, chemical, utility and mining industries to prevent corrosion and scaling in water piping. In addition to the water conservation products, the Company also manufactures and markets water-soluble chemicals utilizing thermal polyaspartate biopolymers (TPAs)."
ceo,Mr. Daniel O'Brien
sector,Basic Materials
country,CA
fullTimeEmployees,38
phone,12504779969
address,2614 Queenswood Dr
city,Victoria
state,BRITISH COLUMBIA
zip,T1G 1X4
dcfDiff,
dcf,3.03074
image,https://financialmodelingprep.com/image-stock/FSI.jpg
ipoDate,2000-07-17
defaultImage,True
