,0
symbol,FCNCA
price,533.2
beta,1.37663
volAvg,60004
mktCap,5143876600
lastDiv,1.6
range,276.08-577.92
changes,8.65
companyName,First Citizens BancShares Inc (Delaware)
currency,USD
cik,0000798941
isin,US31946M1036
cusip,31946M103
exchange,Nasdaq Global Select
exchangeShortName,NASDAQ
industry,Banks Regional
website,https://www.firstcitizens.com/about/who-we-are/profile
description,"First Citizens BancShares, Inc. is a bank holding company, which engages in the provision of retail and commercial banking services through its subsidiary. The company is headquartered in Raleigh, North Carolina and currently employs 6,301 full-time employees. As of December 31, 2016, BancShares operated in 21 states providing a range of financial services to individuals, businesses and professionals. FCB offers a range of retail and commercial banking services. Its loan services include various types of commercial, business and consumer lending. Its deposit services include checking, savings, money market and time deposit accounts. FCB also provides mortgage lending, a full-service trust department, wealth management services for businesses and individuals and other activities incidental to commercial banking. FCB's subsidiaries, First Citizens Investor Services, Inc. and First Citizens Asset Management, Inc., provide various investment products, including annuities, discount brokerage services and third-party mutual funds to customers primarily through the bank's branch network, as well as investment advisory services."
ceo,Mr. Frank Holding
sector,Financial Services
country,US
fullTimeEmployees,6821
phone,19197167000
address,4300 Six Forks Rd
city,Raleigh
state,NORTH CAROLINA
zip,27609
dcfDiff,-441.59
dcf,477.874
image,https://financialmodelingprep.com/image-stock/FCNCA.png
ipoDate,1986-10-22
defaultImage,False
