,0
symbol,MFH
price,2.3049
beta,1.16033
volAvg,364747
mktCap,18955612
lastDiv,0.0
range,1.0-5.2
changes,0.0849
companyName,Mercurity Fintech Holding Inc
currency,USD
cik,
isin,US58936H1095
cusip,58936H109
exchange,NasdaqGS
exchangeShortName,NASDAQ
industry,Capital Markets
website,
description,"Mercurity Fintech Holding Inc is a China-based holding company principally involved in the provision of digital asset infrastructure solutions services based on blockchain technologies. The Company provides services including comprehensive solutions in connection with digital asset transactions, platform-based products, such as transaction facilitation system, trading system, account management system, operation management system and mobile applications, as well as supplemental services, such as customized software development services, maintenance services and compliance support services. The Company conducts its businesses in British Virgin Islands."
ceo,Ms. Hua Zhou
sector,Financial Services
country,CN
fullTimeEmployees,19
phone,861062668858
address,"Bldg #9, 1 Nongdananiu, Haidian District"
city,Beijing
state,BEIJING
zip,07311
dcfDiff,
dcf,
image,https://financialmodelingprep.com/image-stock/MFH.jpg
ipoDate,2015-04-08
defaultImage,True
