,0
symbol,RRR
price,21.07
beta,2.74949
volAvg,1480143
mktCap,2471574270
lastDiv,0.2
range,2.76-27.91
changes,1.13
companyName,Red Rock Resorts Inc
currency,USD
cik,0001653653
isin,US75700L1089
cusip,75700L108
exchange,Nasdaq Global Select
exchangeShortName,NASDAQ
industry,Resorts & Casinos
website,http://www.redrockresorts.com/
description,"Red Rock Resorts, Inc. is a holding company, which engages in the management and development of gaming and entertainment facilities. The company is headquartered in Las Vegas, Nevada and currently employs 13,800 full-time employees. The firm's segments include Las Vegas operations, Native American management, and Corporate and other. The Las Vegas operations segment includes all of its Las Vegas area casino properties and the Native American management segment includes its Native American management arrangements. The company provides gaming and entertainment for residents of the Las Vegas regional market and visitors. Its Las Vegas portfolio includes approximately 10 gaming and entertainment facilities and over 10 smaller casinos, offering approximately 20,300 slot machines, over 350 table games and approximately 4,750 hotel rooms. The firm offers a range of gaming and non-gaming entertainment options. The company also controls over seven gaming-entitled development sites consisting of approximately 398 acres in Las Vegas and Reno, Nevada. The firm manages and owns interest in Station Casinos LLC, which is the provider of gaming and entertainment."
ceo,Mr. Frank Fertitta
sector,Consumer Cyclical
country,US
fullTimeEmployees,14000
phone,17024953000
address,1505 S Pavilion Center Dr
city,Las Vegas
state,NEVADA
zip,89135
dcfDiff,-1.51
dcf,20.172
image,https://financialmodelingprep.com/image-stock/RRR.jpg
ipoDate,2016-04-27
defaultImage,True
