,0
symbol,ARD
price,17.02
beta,1.31789
volAvg,66389
mktCap,4022847230
lastDiv,0.5800000000000001
range,9.2-21.54
changes,-0.37
companyName,Ardagh Group SA
currency,USD
cik,0001689662
isin,LU1565283667
cusip,L0223L101
exchange,New York Stock Exchange
exchangeShortName,NYSE
industry,Packaging & Containers
website,https://www.ardaghgroup.com
description,"Ardagh Group SA engages in the provision of packaging solutions for food and beverage markets. The firm focuses on the design and manufacture of rigid packaging solutions mainly for food and beverage markets. Its activities are divided into two business segments: Metal packing, which supplies aluminum and steel beverage cans, two-piece aluminum, two-piece tinplate and three-piece tinplate food and specialty cans, as well as a range of can ends, among others, and Glass packing, which delivers glass containers, bottles and jars, among others. Its products are distributed in customized sizes and shapes, as well as are decorated with printed graphics. The firm operates in Europe, the Americas, Asia and Africa."
ceo,Mr. Paul Coulson
sector,Consumer Cyclical
country,LU
fullTimeEmployees,16300
phone,35226258555
address,56 Rue Charles Martel
city,Luxembourg
state,
zip,2134
dcfDiff,1150.47
dcf,16.3765
image,https://financialmodelingprep.com/image-stock/ARD.png
ipoDate,2017-03-15
defaultImage,False
