,0
symbol,NESR
price,6.845
beta,0.96818
volAvg,146518
mktCap,609136510
lastDiv,0.0
range,4.04-9.53
changes,-0.105
companyName,National Energy Services Reunited Corp
currency,USD
cik,0001698514
isin,VGG6375R1073
cusip,G6375R107
exchange,NASDAQ Capital Market
exchangeShortName,NASDAQ
industry,Oil & Gas Equipment & Services
website,https://www.nesr.com/
description,"National Energy Services Reunited Corp. is a holding company, which engages in the provision of oilfield services. The company is headquartered in Houston, Texas and currently employs 3,590 full-time employees. The firm provides the production services, such as cementing, coiled tubing, filtration, completions, stimulation and fracturing, and nitrogen services. The firm also helps its customers to access the reservoirs by providing drilling and evaluation services, such as drilling downhole tools, directional drilling fishing tools, testing services, wireline, slickline, fluids and rig services."
ceo,Mr. Sherif Foda
sector,Energy
country,US
fullTimeEmployees,4536
phone,18329253777
address,777 Post Oak Blvd Fl 7
city,Houston
state,TEXAS
zip,77056
dcfDiff,
dcf,7.96305
image,https://financialmodelingprep.com/image-stock/NESR.jpg
ipoDate,2017-05-05
defaultImage,True
