,0
symbol,CCEP
price,40.23
beta,0.57473
volAvg,1459261
mktCap,18426908700
lastDiv,0.69
range,28.35-57.11
changes,0.04
companyName,Coca-Cola European Partners PLC
currency,EUR
cik,0001650107
isin,GB00BDCPN049
cusip,G25839104
exchange,NYSE
exchangeShortName,NYSE
industry,Beverages Non-Alcoholic
website,https://www.cocacolaep.com/
description,"Coca-Cola European Partners Plc engages in the distribution and sale of ready-to-drink beverages. The company is headquartered in Uxbridge, Middlesex and currently employs 23,310 full-time employees. The firm is engaged in making, selling and distributing a range of non-alcoholic ready-to-drink beverages. The firm serves consumers across Western Europe, including Andorra, Belgium, continental France, Germany, Great Britain, Iceland, Luxembourg, Monaco, the Netherlands, Norway, Portugal, Spain and Sweden. Its brands include Coca-Cola, Diet Coke/Coca-Cola Light, Coke Zero, Coca-Cola Life, Fanta and Sprite. The Company’s portfolio offerings includes energy drinks, waters, juices, sports drinks and ready-to-drink teas."
ceo,Mr. Damian Gammell
sector,Consumer Defensive
country,GB
fullTimeEmployees,23300
phone,441895231313
address,"Pemberton House, Bakers Road"
city,Uxbridge
state,MIDDLESEX
zip,UB8 1EZ
dcfDiff,
dcf,49.4834
image,https://financialmodelingprep.com/image-stock/CCEP.jpg
ipoDate,1986-11-24
defaultImage,True
