,0
symbol,SBT
price,3.695
beta,1.313053
volAvg,63041
mktCap,184653552
lastDiv,0.02
range,2.525-9.99
changes,0.095
companyName,Sterling Bancorp Inc
currency,USD
cik,0001680379
isin,US85917W1027
cusip,85917W102
exchange,NASDAQ Capital Market
exchangeShortName,NASDAQ
industry,Banks Regional
website,
description,"Sterling Bancorp, Inc. is a holding company, which engages in the provision of financial services. The company is headquartered in Southfield, Michigan and currently employs 352 full-time employees. The Company, through its subsidiary, Sterling Bank and Trust, F.S.B. (the Bank), offers a range of loan products to the residential and commercial markets, as well as retail banking services. As of October 19, 2017, it operated through 26 branches, including 20 in the San Francisco area, four in greater Los Angeles, one in New York City and one branch in Michigan. The Bank offers a range of loan products to the residential and commercial markets. Its loan portfolio includes commercial loans, commercial real estate, construction loans, commercial lines of credit and consumer loans. Its investment portfolio includes United States treasuries, agency mortgage-backed securities, non-agency collateralized mortgage obligations, collateralized debt obligations, equity securities and other securities. The Bank offers depository products, including checking, savings, money market and certificates of deposits, to individuals and businesses."
ceo,Mr. Thomas Lopp
sector,Financial Services
country,US
fullTimeEmployees,352
phone,12483513495
address,1 Towne Sq Ste 1900
city,Southfield
state,MICHIGAN
zip,48076
dcfDiff,
dcf,4.8617
image,https://financialmodelingprep.com/image-stock/SBT.jpg
ipoDate,2017-11-17
defaultImage,True
