,0
symbol,ASRT
price,0.4028
beta,2.16595
volAvg,616309
mktCap,43189424
lastDiv,0.0
range,0.33-1.71
changes,0.0061
companyName,Assertio Holdings Inc
currency,USD
cik,0001808665
isin,US04546C1062
cusip,04546C106
exchange,NasdaqGS
exchangeShortName,NASDAQ
industry,Drug Manufacturers General Specialty & Generic
website,https://www.assertiotx.com/
description,"Assertio Holdings, Inc. is a specialty pharmaceutical company. The Company owns a portfolio of prescription neurology, inflammation and pain medications. Its marketed products include Cambia (diclofenac potassium) for Oral solution, INDOCIN Oral Suspension, INDOCIN (indomethacin) Suppositories, OXAYDO tablets, SPRIX Nasal Spray, VIVLODEX capsules, ZIPSOR Liquid filled capsules and ZORVOLEX capsules. The Company is also focused on developing and commercializing neurology, orphan and specialty medicines. Its pipeline products include Diclofenac Potassium, Long-acting Cosyntropin and Diclofenac potassium. Diclofenac Potassium is being developed for mild/moderate acute pain. Long-acting Cosyntropin is being developed for diagnosis of adrenal insufficiency. Diclofenac potassium is a liquid formulation being developed for acute migraine attacks."
ceo,Mr. Arthur Higgins
sector,Healthcare
country,US
fullTimeEmployees,125
phone,12244197106
address,"100 S. Saunders Road, Suite 300"
city,Lake Forest
state,ILLINOIS
zip,60045
dcfDiff,
dcf,
image,https://financialmodelingprep.com/image-stock/ASRT.jpg
ipoDate,1997-02-12
defaultImage,True
