,0
symbol,KNDI
price,7.345
beta,2.15098
volAvg,4275223
mktCap,401116320
lastDiv,0.0
range,2.17-17.4
changes,0.425
companyName,Kandi Technologies Group Inc
currency,USD
cik,0001316517
isin,US4837091010
cusip,483709101
exchange,Nasdaq Global Select
exchangeShortName,NASDAQ
industry,Auto Parts
website,http://en.kandivehicle.com/
description,"Kandi Technologies Group, Inc. engages in the development, manufacture, and trade of vehicles. The company is headquartered in Jinhua, Zhejiang and currently employs 705 full-time employees. The Company’s products consist of EV parts, EV products, and off-road vehicles including ATVs, utility vehicles (UTVs), go-karts, and others vehicles. The firm operates its business both in the domestic market and overseas markets."
ceo,Mr. Xiaoming Hu
sector,Consumer Cyclical
country,CN
fullTimeEmployees,594
phone,8657982239856
address,Jinhua City Industrial Zone
city,Jinhua
state,ZHEJIANG
zip,321016
dcfDiff,
dcf,7.30491
image,https://financialmodelingprep.com/image-stock/KNDI.png
ipoDate,2007-07-06
defaultImage,False
