,0
symbol,AIO
price,22.74
beta,0.0
volAvg,123286
mktCap,780507260
lastDiv,1.29831
range,10.72-23.745
changes,-0.13
companyName,Allianzgi Artificial Intelligence & Technology Opportunities Fund
currency,
cik,
isin,US01883M1018
cusip,01883M101
exchange,NYSE
exchangeShortName,NYSE
industry,N/A
website,
description,"AllianzGI Artificial Intelligence & Technology Opportunities Fund is a diversified closed-ended management investment company. The Company’s investment objective is to provide total return through a combination of income, gains and long-term capital appreciation. The Company focuses on investing across the capital structure in companies across a range of industries and technologies positioned to benefit from the power of artificial intelligence and other new technologies. Allianz Global Investors U.S. LLC serves as the investment manager of the Company."
ceo,None
sector,N/A
country,US
fullTimeEmployees,
phone,16179517831
address,1633 Broadway
city,Boston
state,MASSACHUSETTS
zip,10019
dcfDiff,
dcf,
image,https://financialmodelingprep.com/image-stock/AIO.jpg
ipoDate,2019-10-29
defaultImage,True
