,0
symbol,CURO
price,8.08
beta,3.500566
volAvg,179330
mktCap,330351616
lastDiv,0.22
range,3.43-16.99
changes,-0.27
companyName,CURO Group Holdings Corp
currency,USD
cik,0001711291
isin,US23131L1070
cusip,23131L107
exchange,New York Stock Exchange
exchangeShortName,NYSE
industry,Credit Services
website,https://www.curo.com/
description,"CURO Group Holdings Corp. is a consumer finance company, which engages in the provision of services and lending products for under banked consumers. The company is headquartered in Wichita, Kansas and currently employs 4,300 full-time employees. The firm operates in the United States under two principal brands, Speedy Cash and Rapid Cash, and Avio Credit. In the United Kingdom, the Company operates online as Wage Day Advance and Juo Loans. The firm has three reportable operating segments: the United States, Canada and the United Kingdom. The firm offers a broad range of consumer finance products, including Unsecured Installment Loans, Secured Installment Loans, Open-End Loans and Single-Pay Loans."
ceo,Mr. Donald Gayhardt
sector,Financial Services
country,US
fullTimeEmployees,4000
phone,13164251410
address,3527 N Ridge Rd
city,Wichita
state,KANSAS
zip,67205
dcfDiff,-12.12
dcf,9.50662
image,https://financialmodelingprep.com/image-stock/CURO.png
ipoDate,2017-12-07
defaultImage,False
