,0
symbol,GIII
price,15.97
beta,2.57168
volAvg,923140
mktCap,767403200
lastDiv,0.0
range,2.96-34.42
changes,0.495
companyName,G-III Apparel Group Ltd
currency,USD
cik,0000821002
isin,US36237H1014
cusip,36237H101
exchange,Nasdaq Global Select
exchangeShortName,NASDAQ
industry,Apparel Retail
website,https://www.giii.com/
description,"G-III Apparel Group Ltd. engages in the designs, sourcing, and marketing women's apparel. The company is headquartered in New York, New York and currently employs 4,100 full-time employees. The firm operates through two segments: wholesale operations and retail operations. Its apparel products include outerwear, dresses, sportswear, swimwear, women's suits and women's performance wear, as well as women's handbags, footwear, small leather goods, cold weather accessories and luggage. The firm's owned brands include Donna Karan, DKNY, DKNY Jeans, Vilebrequin, G-III Sports by Carl Banks, Eliza J, Black Rivet and Jessica Howard. The company has fashion licenses under the Calvin Klein, Tommy Hilfiger, Karl Lagerfeld, Kenneth Cole, Cole Haan and Dockers brands. Through its team sports business, it has licenses with the National Football League, National Basketball Association, Major League Baseball and National Hockey League. The company also operates retail stores under the Donna Karan, Wilsons Leather, Bass, G.H. Bass & Co., Vilebrequin and Calvin Klein Performance names."
ceo,Mr. Morris Goldfarb
sector,Consumer Cyclical
country,US
fullTimeEmployees,4000
phone,12124030500
address,512 17TH AVE
city,New York City
state,NEW YORK
zip,10018
dcfDiff,
dcf,17.9167
image,https://financialmodelingprep.com/image-stock/GIII.png
ipoDate,1989-12-14
defaultImage,False
