,0
symbol,MMP
price,38.76
beta,1.00719
volAvg,1189776
mktCap,8670650400
lastDiv,4.112
range,22.02-65.34
changes,0.18
companyName,Magellan Midstream Partners LP
currency,USD
cik,0001126975
isin,US5590801065
cusip,559080106
exchange,New York Stock Exchange
exchangeShortName,NYSE
industry,Oil & Gas Midstream
website,https://www.magellanlp.com/
description,"Magellan Midstream Partners LP engages in the transportation, storage and distribution of petroleum products. The company is headquartered in Tulsa, Oklahoma and currently employs 1,868 full-time employees. The firm operates through three segments: refined products, crude oil and marine storage. As of December 31, 2016, its asset portfolio, including the assets of its joint ventures, consisted of its refined products segment, consisting 9,700-mile refined products pipeline system with 53 terminals, as well as 26 independent terminals not connected to its pipeline system and its 1,100-mile ammonia pipeline system; its crude oil segment, consisted of approximately 2,200 miles of crude oil pipelines and storage facilities with an aggregate storage capacity of approximately 26 million barrels, of which 16 million are used for contract storage, and its marine storage segment, consisted of five marine terminals located along coastal waterways with an aggregate storage capacity of approximately 26 million barrels."
ceo,Mr. Michael Mears
sector,Energy
country,US
fullTimeEmployees,1884
phone,19185747000
address,"One Williams Center, Md 28-1"
city,Tulsa
state,OKLAHOMA
zip,74121-2186
dcfDiff,
dcf,36.2738
image,https://financialmodelingprep.com/image-stock/MMP.jpg
ipoDate,2001-02-06
defaultImage,True
