,0
symbol,MINDP
price,17.909
beta,1.937605
volAvg,5663
mktCap,33758288
lastDiv,2.252
range,8.4-25.797
changes,0.379
companyName,Mitcham Industries Inc. Series A 9.00% Series A Cumulative Preferred Stock
currency,USD
cik,
isin,
cusip,
exchange,Nasdaq Global Select
exchangeShortName,NASDAQ
industry,Scientific & Technical Instruments
website,http://www.mitchamindustries.com
description,
ceo,Mr. Robert P. Capps
sector,Technology
country,United States
fullTimeEmployees,232
phone,281-353-4475
address,2002 Timberloch Place
city,The Woodlands
state,TX
zip,77380
dcfDiff,
dcf,0.0
image,https://financialmodelingprep.com/image-stock/MINDP.jpg
ipoDate,
defaultImage,True
