,0
symbol,OSG
price,2.03
beta,0.33616
volAvg,189932
mktCap,175264320
lastDiv,0.0
range,1.61-2.81
changes,0.03
companyName,Overseas Shipholding Group Inc
currency,USD
cik,0000075208
isin,US69036R8631
cusip,69036R863
exchange,New York Stock Exchange
exchangeShortName,NYSE
industry,Oil & Gas Midstream
website,http://www.osg.com/
description,"Overseas Shipholding Group, Inc. engages in the provision of energy transportation services for crude oil and petroleum products in the U.S. The company is headquartered in Tampa, Florida and currently employs 1,061 full-time employees. The Company, through its subsidiaries, owns and operates a fleet of oceangoing vessels engaged in the transportation of crude oil and petroleum products in the United States Flag trades. The firm operates through two segments: International Crude Tankers and International Product Carriers. The firm manages the operations of its International Flag and the United States Flag fleets through its subsidiary, OSG Bulk Ships, Inc. (OBS). As of December 31, 2016, the Company owned or operated a fleet of 24 vessels, totaling an aggregate of a million deadweight tons (dwt). As of December 31, 2016, the Company's United States Flag Fleet consisted of 22 owned and chartered-in Jones Act Handysize Product Carriers and Articulated Tug Barges (ATBs), and two non-Jones Act United States Flag Handysize Product Carriers that participate in the United States Maritime Security Program."
ceo,Mr. Samuel Norton
sector,Energy
country,US
fullTimeEmployees,713
phone,18132090600
address,302 Knights Run Ave Ste 1200
city,Tampa
state,FLORIDA
zip,33602
dcfDiff,41.56
dcf,2.5229
image,https://financialmodelingprep.com/image-stock/OSG.png
ipoDate,2014-08-08
defaultImage,False
