,0
symbol,CAAS
price,3.15
beta,1.38312
volAvg,115770
mktCap,98198104
lastDiv,0.0
range,1.43-4.16
changes,0.27
companyName,China Automotive Systems Inc
currency,USD
cik,0001157762
isin,US16936R1059
cusip,16936R105
exchange,NASDAQ Capital Market
exchangeShortName,NASDAQ
industry,Auto Parts
website,http://www.caasauto.com
description,"China Automotive Systems, Inc. is a holding company, which engages in the manufacture and sale of automotive products, through its subsidiaries. The company is headquartered in Jingzhou, Hubei and currently employs 4,711 full-time employees. The Company, through its subsidiary, Great Genesis Holdings Limited (Genesis), owns interests in over eight Sino-joint ventures and over five subsidiaries in the People's Republic of China (PRC), which manufacture power steering systems and/or related products for various segments of the automobile industry. Genesis also owns interests in a Brazil-based trading company, which engages mainly in the import and sales of automotive parts in Brazil. Henglong USA Corporation (HLUSA), which is a subsidiary of the Company, engages in marketing of automotive parts in North America, and provides after sales service and research and development support. The firm's geographical segments include the United States, China and other foreign countries. One of its subsidiaries, Shenyang Jinbei Henglong Automotive Steering System Co., Ltd., focuses on power steering parts for light duty vehicles."
ceo,Mr. Qizhou Wu
sector,Consumer Cyclical
country,CN
fullTimeEmployees,4039
phone,867164127901
address,"No. 1 Henglong Road, Yu Qiao Development Zone, Shashi Dist"
city,Jingzhou
state,HUBEI
zip,434000
dcfDiff,7.43
dcf,5.63835
image,https://financialmodelingprep.com/image-stock/CAAS.jpg
ipoDate,2004-08-24
defaultImage,True
