,0
symbol,CATY
price,27.25
beta,1.52294
volAvg,352390
mktCap,2170756860
lastDiv,1.24
range,17.58-38.91
changes,-0.19
companyName,Cathay General Bancorp
currency,USD
cik,0000861842
isin,US1491501045
cusip,149150104
exchange,Nasdaq Global Select
exchangeShortName,NASDAQ
industry,Banks Regional
website,https://www.cathaybank.com/
description,"Cathay General Bancorp is a holding company, which engages in the provision of financial services. The company is headquartered in Los Angeles, California and currently employs 1,277 full-time employees. The firm holds Cathay Bank, a California state-chartered commercial bank (the Bank); seven limited partnerships investing in affordable housing investments; GBC Venture Capital, Inc., and Asia Realty Corp. The firm also owns the common stock of five statutory business trusts created for issuing capital securities. The Bank primarily services individuals, professionals and small to medium-sized businesses in the local markets and provides commercial mortgage loans, commercial loans, small business administration (SBA) loans, residential mortgage loans, real estate construction loans, home equity lines of credit and installment loans to individuals for automobile, household and other consumer expenditures. The Bank offers passbook accounts, checking accounts, money market deposit accounts, certificates of deposit, individual retirement accounts, college certificates of deposit and public funds deposits."
ceo,Mr. Pin Tai
sector,Financial Services
country,US
fullTimeEmployees,1219
phone,12136254700
address,777 N BROADWAY
city,Los Angeles
state,CALIFORNIA
zip,90012
dcfDiff,-36.15
dcf,25.6387
image,https://financialmodelingprep.com/image-stock/CATY.png
ipoDate,1990-12-14
defaultImage,False
